,Radius,Theta,Phi,LMP.Int.En.
699,9.0,105,60,-0.793878659999194
700,10.0,105,60,-0.715962516880007
701,12.0,105,60,-0.599068250495447
702,15.0,105,60,-0.483452509471792
703,20.0,105,60,-0.3719785013472
704,30.0,105,60,-0.257822820525678
705,3.0,120,60,-2.2215726538199
706,3.5,120,60,-1.97398871290722
707,4.0,120,60,-1.76405075921043
708,4.5,120,60,-1.58676832405612
709,5.0,120,60,-1.43733174388024
710,5.5,120,60,-1.31102540678926
711,6.0,120,60,-1.20364495636046
712,7.0,120,60,-1.03229379947832
713,8.0,120,60,-0.902701307058241
714,9.0,120,60,-0.801846232212978
715,10.0,120,60,-0.721420625045343
716,12.0,120,60,-0.60180474686498
717,15.0,120,60,-0.484601010356944
718,20.0,120,60,-0.372544506502558
719,30.0,120,60,-0.239608938477059
720,3.0,135,60,-2.38711569042274
721,3.5,135,60,-2.1185391811337
722,4.0,135,60,-1.87904792024913
723,4.5,135,60,-1.67449034933434
724,5.0,135,60,-1.50338841502717
725,5.5,135,60,-1.36085305730816
726,6.0,135,60,-1.24154690735758
727,7.0,135,60,-1.05496426521117
728,8.0,135,60,-0.916870468771489
729,9.0,135,60,-0.811041048598456
